-1,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
1,1.04894,1.19098,1.41221,1.69098,2,2.30902,2.58779,2.80902,2.95106,3,2.95106,2.80902,2.58779,2.30902,2,1.69098,1.41221,1.19098,1.04894,1
1.14878,1.10776,1.13822,1.23848,1.40339,1.62135,1.87397,2.13801,2.38823,2.60036,2.7537,2.83325,2.83124,2.74786,2.59127,2.37681,2.12545,1.86179,1.61177,1.40143,1.2623
